vehicle id;make;model;year;tank_capacity;initial_odometer;archive;fill up id;vehicle_id;date;mileage;fuel_added;cost;is_partial_fill_up;comment;tags
2;Toyota;Matrix;2003;50;11;1;162;2;2006-05-09 00:00:00;638.8;43.803;46.47;0;;
2;Toyota;Matrix;2003;50;11;1;163;2;2006-05-17 00:00:00;641.8;42.572;44.49;0;;
2;Toyota;Matrix;2003;50;11;1;164;2;2006-05-28 00:00:00;611.5;41.961;43.01;0;;
2;Toyota;Matrix;2003;50;11;1;165;2;2006-06-02 00:00:00;501.0;33.811;34.32;0;;
2;Toyota;Matrix;2003;50;11;1;166;2;2006-06-08 00:00:00;502.0;33.375;33.74;0;;
2;Toyota;Matrix;2003;50;11;1;167;2;2006-06-18 00:00:00;664.2;44.311;46.3;0;;
2;Toyota;Matrix;2003;50;11;1;168;2;2006-07-04 00:00:00;637.4;41.153;43.0;0;;
2;Toyota;Matrix;2003;50;11;1;169;2;2006-07-14 00:00:00;650.0;41.427;43.29;0;;
2;Toyota;Matrix;2003;50;11;1;170;2;2006-07-23 00:00:00;567.0;38.188;40.29;0;;
2;Toyota;Matrix;2003;50;11;1;171;2;2006-07-31 00:00:00;650.4;42.246;46.68;0;;
2;Toyota;Matrix;2003;50;11;1;172;2;2006-08-10 00:00:00;152.4;9.09;10.0;0;;
2;Toyota;Matrix;2003;50;11;1;173;2;2006-08-11 00:00:00;614.6;43.091;47.18;0;;
2;Toyota;Matrix;2003;50;11;1;174;2;2006-08-21 00:00:00;584.7;40.215;41.22;0;;
2;Toyota;Matrix;2003;50;11;1;175;2;2006-08-28 00:00:00;541.2;36.067;34.59;0;;
2;Toyota;Matrix;2003;50;11;1;176;2;2006-09-13 00:00:00;46.0;5.78;5.0;0;;
2;Toyota;Matrix;2003;50;11;1;177;2;2006-09-13 00:00:00;642.4;40.95;35.01;0;;
2;Toyota;Matrix;2003;50;11;1;178;2;2006-09-19 00:00:00;454.7;31.105;25.01;0;;
2;Toyota;Matrix;2003;50;11;1;179;2;2006-09-27 00:00:00;541.1;37.75;33.41;0;;
2;Toyota;Matrix;2003;50;11;1;180;2;2006-10-04 00:00:00;584.8;38.573;33.13;0;;
2;Toyota;Matrix;2003;50;11;1;181;2;2006-10-16 00:00:00;550.5;40.719;34.81;0;;
2;Toyota;Matrix;2003;50;11;1;182;2;2006-10-24 00:00:00;571.3;39.778;34.01;0;;
2;Toyota;Matrix;2003;50;11;1;183;2;2006-11-02 00:00:00;547.1;40.923;34.74;0;;
2;Toyota;Matrix;2003;50;11;1;184;2;2006-11-10 00:00:00;527.6;39.247;33.32;0;;
2;Toyota;Matrix;2003;50;11;1;185;2;2006-11-15 00:00:00;578.8;43.425;36.87;0;;
2;Toyota;Matrix;2003;50;11;1;186;2;2006-12-05 00:00:00;515.0;43.16;34.01;0;;
2;Toyota;Matrix;2003;50;11;1;187;2;2007-01-11 00:00:00;470.9;36.575;28.75;0;;
2;Toyota;Matrix;2003;50;11;1;188;2;2007-01-19 00:00:00;531.5;41.668;34.83;0;;
2;Toyota;Matrix;2003;50;11;1;189;2;2007-01-26 00:00:00;511.5;42.383;35.86;0;;
2;Toyota;Matrix;2003;50;11;1;190;2;2007-02-04 00:00:00;541.1;42.958;36.77;0;;
2;Toyota;Matrix;2003;50;11;1;191;2;2007-02-11 00:00:00;538.9;44.904;40.14;0;;
2;Toyota;Matrix;2003;50;11;1;192;2;2007-02-19 00:00:00;531.6;43.706;38.16;0;;
2;Toyota;Matrix;2003;50;11;1;193;2;2007-03-02 00:00:00;572.9;41.497;43.74;0;;
2;Toyota;Matrix;2003;50;11;1;194;2;2007-03-10 00:00:00;477.9;39.436;41.64;0;;
